ID,Title,Review,Price($),Price(€),Picture URL,Text,Spanish Text,French Text
278,Libertarianism for Beginners,Two,51.33,48.10684161199625,../media/cache/0b/bc/0bbcd0a6f4bcd81ccb1049a52736406e.jpg,The text of Libertarianism for Beginners is:,El texto de Libertarianismo para principiantes es:,Le texte du Libertarianisme pour débutants est :
279,It's Only the Himalayas,Two,45.17,42.33364573570759,../media/cache/27/a5/27a53d0bb95bdd88288eaf66c9230d7e.jpg,The text of It's Only the Himalayas is:,El texto de Es sólo el Himalaya es:,Le texte de It's Only the Himalayas est :
280,A Light in the Attic,Three,51.77,48.519212746016876,../media/cache/2c/da/2cdad67c44b002e7ead0cc35693c0e8b.jpg,The text of A Light in the Attic is:,El texto de Una luz en el ático es:,Le texte de Une lumière dans le grenier est :
281,Tipping the Velvet,One,53.74,50.365510777881916,../media/cache/26/0c/260c6ae16bce31c8f8c95daddd9f4a1c.jpg,The text of Tipping the Velvet is:,El texto de Tipping the Velvet es:,Le texte de Tipping the Velvet est :
282,Soumission,One,50.1,46.954076850984066,../media/cache/3e/ef/3eef99c9d9adef34639f510662022830.jpg,The text of Soumission is:,El texto de Soumission es:,Le texte de Soumission est :
283,Sharp Objects,Four,47.82,44.817244611059046,../media/cache/32/51/3251cf3a3412f53f339e42cac2134093.jpg,The text of Sharp Objects is:,El texto de Sharp Objects es:,Le texte de Sharp Objects est :
284,Sapiens: A Brief History of Humankind,Five,54.23,50.824742268041234,../media/cache/be/a5/bea5697f2534a2f86a3ef27b5a8c12a6.jpg,The text of Sapiens: A Brief History of Humankind is:,El texto de Sapiens: Una breve historia de la humanidad es:,Le texte de Sapiens : Une brève histoire de l’humanité est :
285,The Requiem Red,One,22.65,21.227741330834114,../media/cache/68/33/68339b4c9bc034267e1da611ab3b34f8.jpg,The text of The Requiem Red is:,El texto de El Réquiem Rojo es:,Le texte du Requiem Rouge est :
286,The Dirty Little Secrets of Getting Your Dream Job,Four,33.34,31.2464854732896,../media/cache/92/27/92274a95b7c251fea59a2b8a78275ab4.jpg,The text of The Dirty Little Secrets of Getting Your Dream Job is:,El texto de Los pequeños secretos sucios para conseguir el trabajo de tus sueños es:,Le texte de Les sales petits secrets pour obtenir l’emploi de vos rêves est :
287,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",Three,17.93,16.804123711340207,../media/cache/3d/54/3d54940e57e662c4dd1f3ff00c78cc64.jpg,"The text of The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull is:",El texto de The Coming Woman: una novela basada en la vida de la infame feminista Victoria Woodhull es:,"Le texte de The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull est :"
288,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Four,22.6,21.18088097469541,../media/cache/66/88/66883b91f6804b2323c8369331cb7dd1.jpg,The text of The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics is:,El texto de Los muchachos en el barco: Nueve estadounidenses y su épica búsqueda del oro en los Juegos Olímpicos de Berlín de 1936 es:,Le texte de The Boys in the Boat : Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics est :
289,The Black Maria,One,52.15,48.87535145267104,../media/cache/58/46/5846057e28022268153beff6d352b06c.jpg,The text of The Black Maria is:,El texto de La María Negra es:,Le texte de The Black Maria est :
290,"Starving Hearts (Triangular Trade Trilogy, #1)",Two,13.99,13.111527647610123,../media/cache/be/f4/bef44da28c98f905a3ebec0b87be8530.jpg,"The text of Starving Hearts (Triangular Trade Trilogy, #1) is:","El texto de Starving Hearts (Triangular Trade Trilogy, #1) es:","Le texte de Starving Hearts (Triangular Trade Trilogy, #1) est :"
291,Shakespeare's Sonnets,Four,20.66,19.36269915651359,../media/cache/10/48/1048f63d3b5061cd2f424d20b3f9b666.jpg,The text of Shakespeare's Sonnets is:,El texto de los Sonetos de Shakespeare es:,Le texte des Sonnets de Shakespeare est :
292,Set Me Free,Five,17.46,16.363636363636363,../media/cache/5b/88/5b88c52633f53cacf162c15f4f823153.jpg,The text of Set Me Free is:,El texto de Libérame es:,Le texte de Set Me Free est :
293,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),Five,52.29,49.00656044985942,../media/cache/94/b1/94b1b8b244bce9677c2f29ccc890d4d2.jpg,The text of Scott Pilgrim's Precious Little Life (Scott Pilgrim #1) is:,El texto de Precious Little Life de Scott Pilgrim (Scott Pilgrim #1) es:,Le texte de Precious Little Life (Scott Pilgrim #1) de Scott Pilgrim est :
294,Rip it Up and Start Again,Five,35.02,32.82099343955014,../media/cache/81/c4/81c4a973364e17d01f217e1188253d5e.jpg,The text of Rip it Up and Start Again is:,El texto de Rómpelo y empieza de nuevo es:,Le texte de Rip it Up and Start Again est :
295,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",Three,57.25,53.65510777881912,../media/cache/54/60/54607fe8945897cdcced0044103b10b6.jpg,"The text of Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991 is:","El texto de Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991 es:","Le texte de Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991 est :"
296,Olio,One,23.88,22.380506091846296,../media/cache/55/33/553310a7162dfbc2c6d19a84da0df9e1.jpg,The text of Olio is:,El texto de Olio es:,Le texte d’Olio est :
297,Mesaerion: The Best Science Fiction Stories 1800-1849,One,37.59,35.22961574507966,../media/cache/09/a3/09a3aef48557576e1a85ba7efea8ecb7.jpg,The text of Mesaerion: The Best Science Fiction Stories 1800-1849 is:,El texto de Mesaerion: Las mejores historias de ciencia ficción 1800-1849 es:,Le texte de Mesaerion : Les meilleures histoires de science-fiction 1800-1849 est :
298,Libertarianism for Beginners,Two,51.33,48.10684161199625,../media/cache/0b/bc/0bbcd0a6f4bcd81ccb1049a52736406e.jpg,The text of Libertarianism for Beginners is:,El texto de Libertarianismo para principiantes es:,Le texte du Libertarianisme pour débutants est :
299,It's Only the Himalayas,Two,45.17,42.33364573570759,../media/cache/27/a5/27a53d0bb95bdd88288eaf66c9230d7e.jpg,The text of It's Only the Himalayas is:,El texto de Es sólo el Himalaya es:,Le texte de It's Only the Himalayas est :
300,A Light in the Attic,Three,51.77,48.519212746016876,../media/cache/2c/da/2cdad67c44b002e7ead0cc35693c0e8b.jpg,The text of A Light in the Attic is:,El texto de Una luz en el ático es:,Le texte de Une lumière dans le grenier est :
301,Tipping the Velvet,One,53.74,50.365510777881916,../media/cache/26/0c/260c6ae16bce31c8f8c95daddd9f4a1c.jpg,The text of Tipping the Velvet is:,El texto de Tipping the Velvet es:,Le texte de Tipping the Velvet est :
302,Soumission,One,50.1,46.954076850984066,../media/cache/3e/ef/3eef99c9d9adef34639f510662022830.jpg,The text of Soumission is:,El texto de Soumission es:,Le texte de Soumission est :
303,Sharp Objects,Four,47.82,44.817244611059046,../media/cache/32/51/3251cf3a3412f53f339e42cac2134093.jpg,The text of Sharp Objects is:,El texto de Sharp Objects es:,Le texte de Sharp Objects est :
304,Sapiens: A Brief History of Humankind,Five,54.23,50.824742268041234,../media/cache/be/a5/bea5697f2534a2f86a3ef27b5a8c12a6.jpg,The text of Sapiens: A Brief History of Humankind is:,El texto de Sapiens: Una breve historia de la humanidad es:,Le texte de Sapiens : Une brève histoire de l’humanité est :
305,The Requiem Red,One,22.65,21.227741330834114,../media/cache/68/33/68339b4c9bc034267e1da611ab3b34f8.jpg,The text of The Requiem Red is:,El texto de El Réquiem Rojo es:,Le texte du Requiem Rouge est :
306,The Dirty Little Secrets of Getting Your Dream Job,Four,33.34,31.2464854732896,../media/cache/92/27/92274a95b7c251fea59a2b8a78275ab4.jpg,The text of The Dirty Little Secrets of Getting Your Dream Job is:,El texto de Los pequeños secretos sucios para conseguir el trabajo de tus sueños es:,Le texte de Les sales petits secrets pour obtenir l’emploi de vos rêves est :
307,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",Three,17.93,16.804123711340207,../media/cache/3d/54/3d54940e57e662c4dd1f3ff00c78cc64.jpg,"The text of The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull is:",El texto de The Coming Woman: una novela basada en la vida de la infame feminista Victoria Woodhull es:,"Le texte de The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull est :"
308,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Four,22.6,21.18088097469541,../media/cache/66/88/66883b91f6804b2323c8369331cb7dd1.jpg,The text of The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics is:,El texto de Los muchachos en el barco: Nueve estadounidenses y su épica búsqueda del oro en los Juegos Olímpicos de Berlín de 1936 es:,Le texte de The Boys in the Boat : Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics est :
309,The Black Maria,One,52.15,48.87535145267104,../media/cache/58/46/5846057e28022268153beff6d352b06c.jpg,The text of The Black Maria is:,El texto de La María Negra es:,Le texte de The Black Maria est :
310,"Starving Hearts (Triangular Trade Trilogy, #1)",Two,13.99,13.111527647610123,../media/cache/be/f4/bef44da28c98f905a3ebec0b87be8530.jpg,"The text of Starving Hearts (Triangular Trade Trilogy, #1) is:","El texto de Starving Hearts (Triangular Trade Trilogy, #1) es:","Le texte de Starving Hearts (Triangular Trade Trilogy, #1) est :"
311,Shakespeare's Sonnets,Four,20.66,19.36269915651359,../media/cache/10/48/1048f63d3b5061cd2f424d20b3f9b666.jpg,The text of Shakespeare's Sonnets is:,El texto de los Sonetos de Shakespeare es:,Le texte des Sonnets de Shakespeare est :
312,Set Me Free,Five,17.46,16.363636363636363,../media/cache/5b/88/5b88c52633f53cacf162c15f4f823153.jpg,The text of Set Me Free is:,El texto de Libérame es:,Le texte de Set Me Free est :
313,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),Five,52.29,49.00656044985942,../media/cache/94/b1/94b1b8b244bce9677c2f29ccc890d4d2.jpg,The text of Scott Pilgrim's Precious Little Life (Scott Pilgrim #1) is:,El texto de Precious Little Life de Scott Pilgrim (Scott Pilgrim #1) es:,Le texte de Precious Little Life (Scott Pilgrim #1) de Scott Pilgrim est :
314,Rip it Up and Start Again,Five,35.02,32.82099343955014,../media/cache/81/c4/81c4a973364e17d01f217e1188253d5e.jpg,The text of Rip it Up and Start Again is:,El texto de Rómpelo y empieza de nuevo es:,Le texte de Rip it Up and Start Again est :
315,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",Three,57.25,53.65510777881912,../media/cache/54/60/54607fe8945897cdcced0044103b10b6.jpg,"The text of Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991 is:","El texto de Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991 es:","Le texte de Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991 est :"
316,Olio,One,23.88,22.380506091846296,../media/cache/55/33/553310a7162dfbc2c6d19a84da0df9e1.jpg,The text of Olio is:,El texto de Olio es:,Le texte d’Olio est :
317,Mesaerion: The Best Science Fiction Stories 1800-1849,One,37.59,35.22961574507966,../media/cache/09/a3/09a3aef48557576e1a85ba7efea8ecb7.jpg,The text of Mesaerion: The Best Science Fiction Stories 1800-1849 is:,El texto de Mesaerion: Las mejores historias de ciencia ficción 1800-1849 es:,Le texte de Mesaerion : Les meilleures histoires de science-fiction 1800-1849 est :
318,Libertarianism for Beginners,Two,51.33,48.10684161199625,../media/cache/0b/bc/0bbcd0a6f4bcd81ccb1049a52736406e.jpg,The text of Libertarianism for Beginners is:,El texto de Libertarianismo para principiantes es:,Le texte du Libertarianisme pour débutants est :
319,It's Only the Himalayas,Two,45.17,42.33364573570759,../media/cache/27/a5/27a53d0bb95bdd88288eaf66c9230d7e.jpg,The text of It's Only the Himalayas is:,El texto de Es sólo el Himalaya es:,Le texte de It's Only the Himalayas est :
320,A Light in the Attic,Three,51.77,48.519212746016876,../media/cache/2c/da/2cdad67c44b002e7ead0cc35693c0e8b.jpg,The text of A Light in the Attic is:,El texto de Una luz en el ático es:,Le texte de Une lumière dans le grenier est :
321,Tipping the Velvet,One,53.74,50.365510777881916,../media/cache/26/0c/260c6ae16bce31c8f8c95daddd9f4a1c.jpg,The text of Tipping the Velvet is:,El texto de Tipping the Velvet es:,Le texte de Tipping the Velvet est :
322,Soumission,One,50.1,46.954076850984066,../media/cache/3e/ef/3eef99c9d9adef34639f510662022830.jpg,The text of Soumission is:,El texto de Soumission es:,Le texte de Soumission est :
323,Sharp Objects,Four,47.82,44.817244611059046,../media/cache/32/51/3251cf3a3412f53f339e42cac2134093.jpg,The text of Sharp Objects is:,El texto de Sharp Objects es:,Le texte de Sharp Objects est :
324,Sapiens: A Brief History of Humankind,Five,54.23,50.824742268041234,../media/cache/be/a5/bea5697f2534a2f86a3ef27b5a8c12a6.jpg,The text of Sapiens: A Brief History of Humankind is:,El texto de Sapiens: Una breve historia de la humanidad es:,Le texte de Sapiens : Une brève histoire de l’humanité est :
325,The Requiem Red,One,22.65,21.227741330834114,../media/cache/68/33/68339b4c9bc034267e1da611ab3b34f8.jpg,The text of The Requiem Red is:,El texto de El Réquiem Rojo es:,Le texte du Requiem Rouge est :
326,The Dirty Little Secrets of Getting Your Dream Job,Four,33.34,31.2464854732896,../media/cache/92/27/92274a95b7c251fea59a2b8a78275ab4.jpg,The text of The Dirty Little Secrets of Getting Your Dream Job is:,El texto de Los pequeños secretos sucios para conseguir el trabajo de tus sueños es:,Le texte de Les sales petits secrets pour obtenir l’emploi de vos rêves est :
327,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",Three,17.93,16.804123711340207,../media/cache/3d/54/3d54940e57e662c4dd1f3ff00c78cc64.jpg,"The text of The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull is:",El texto de The Coming Woman: una novela basada en la vida de la infame feminista Victoria Woodhull es:,"Le texte de The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull est :"
328,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Four,22.6,21.18088097469541,../media/cache/66/88/66883b91f6804b2323c8369331cb7dd1.jpg,The text of The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics is:,El texto de Los muchachos en el barco: Nueve estadounidenses y su épica búsqueda del oro en los Juegos Olímpicos de Berlín de 1936 es:,Le texte de The Boys in the Boat : Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics est :
329,The Black Maria,One,52.15,48.87535145267104,../media/cache/58/46/5846057e28022268153beff6d352b06c.jpg,The text of The Black Maria is:,El texto de La María Negra es:,Le texte de The Black Maria est :
330,"Starving Hearts (Triangular Trade Trilogy, #1)",Two,13.99,13.111527647610123,../media/cache/be/f4/bef44da28c98f905a3ebec0b87be8530.jpg,"The text of Starving Hearts (Triangular Trade Trilogy, #1) is:","El texto de Starving Hearts (Triangular Trade Trilogy, #1) es:","Le texte de Starving Hearts (Triangular Trade Trilogy, #1) est :"
331,Shakespeare's Sonnets,Four,20.66,19.36269915651359,../media/cache/10/48/1048f63d3b5061cd2f424d20b3f9b666.jpg,The text of Shakespeare's Sonnets is:,El texto de los Sonetos de Shakespeare es:,Le texte des Sonnets de Shakespeare est :
332,Set Me Free,Five,17.46,16.363636363636363,../media/cache/5b/88/5b88c52633f53cacf162c15f4f823153.jpg,The text of Set Me Free is:,El texto de Libérame es:,Le texte de Set Me Free est :
333,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),Five,52.29,49.00656044985942,../media/cache/94/b1/94b1b8b244bce9677c2f29ccc890d4d2.jpg,The text of Scott Pilgrim's Precious Little Life (Scott Pilgrim #1) is:,El texto de Precious Little Life de Scott Pilgrim (Scott Pilgrim #1) es:,Le texte de Precious Little Life (Scott Pilgrim #1) de Scott Pilgrim est :
334,Rip it Up and Start Again,Five,35.02,32.82099343955014,../media/cache/81/c4/81c4a973364e17d01f217e1188253d5e.jpg,The text of Rip it Up and Start Again is:,El texto de Rómpelo y empieza de nuevo es:,Le texte de Rip it Up and Start Again est :
335,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",Three,57.25,53.65510777881912,../media/cache/54/60/54607fe8945897cdcced0044103b10b6.jpg,"The text of Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991 is:","El texto de Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991 es:","Le texte de Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991 est :"
336,Olio,One,23.88,22.380506091846296,../media/cache/55/33/553310a7162dfbc2c6d19a84da0df9e1.jpg,The text of Olio is:,El texto de Olio es:,Le texte d’Olio est :
337,Mesaerion: The Best Science Fiction Stories 1800-1849,One,37.59,35.22961574507966,../media/cache/09/a3/09a3aef48557576e1a85ba7efea8ecb7.jpg,The text of Mesaerion: The Best Science Fiction Stories 1800-1849 is:,El texto de Mesaerion: Las mejores historias de ciencia ficción 1800-1849 es:,Le texte de Mesaerion : Les meilleures histoires de science-fiction 1800-1849 est :
338,Libertarianism for Beginners,Two,51.33,48.10684161199625,../media/cache/0b/bc/0bbcd0a6f4bcd81ccb1049a52736406e.jpg,The text of Libertarianism for Beginners is:,El texto de Libertarianismo para principiantes es:,Le texte du Libertarianisme pour débutants est :
339,It's Only the Himalayas,Two,45.17,42.33364573570759,../media/cache/27/a5/27a53d0bb95bdd88288eaf66c9230d7e.jpg,The text of It's Only the Himalayas is:,El texto de Es sólo el Himalaya es:,Le texte de It's Only the Himalayas est :
340,A Light in the Attic,Three,51.77,48.519212746016876,../media/cache/2c/da/2cdad67c44b002e7ead0cc35693c0e8b.jpg,The text of A Light in the Attic is:,El texto de Una luz en el ático es:,Le texte de Une lumière dans le grenier est :
341,Tipping the Velvet,One,53.74,50.365510777881916,../media/cache/26/0c/260c6ae16bce31c8f8c95daddd9f4a1c.jpg,The text of Tipping the Velvet is:,El texto de Tipping the Velvet es:,Le texte de Tipping the Velvet est :
342,Soumission,One,50.1,46.954076850984066,../media/cache/3e/ef/3eef99c9d9adef34639f510662022830.jpg,The text of Soumission is:,El texto de Soumission es:,Le texte de Soumission est :
343,Sharp Objects,Four,47.82,44.817244611059046,../media/cache/32/51/3251cf3a3412f53f339e42cac2134093.jpg,The text of Sharp Objects is:,El texto de Sharp Objects es:,Le texte de Sharp Objects est :
344,Sapiens: A Brief History of Humankind,Five,54.23,50.824742268041234,../media/cache/be/a5/bea5697f2534a2f86a3ef27b5a8c12a6.jpg,The text of Sapiens: A Brief History of Humankind is:,El texto de Sapiens: Una breve historia de la humanidad es:,Le texte de Sapiens : Une brève histoire de l’humanité est :
345,The Requiem Red,One,22.65,21.227741330834114,../media/cache/68/33/68339b4c9bc034267e1da611ab3b34f8.jpg,The text of The Requiem Red is:,El texto de El Réquiem Rojo es:,Le texte du Requiem Rouge est :
346,The Dirty Little Secrets of Getting Your Dream Job,Four,33.34,31.2464854732896,../media/cache/92/27/92274a95b7c251fea59a2b8a78275ab4.jpg,The text of The Dirty Little Secrets of Getting Your Dream Job is:,El texto de Los pequeños secretos sucios para conseguir el trabajo de tus sueños es:,Le texte de Les sales petits secrets pour obtenir l’emploi de vos rêves est :
347,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",Three,17.93,16.804123711340207,../media/cache/3d/54/3d54940e57e662c4dd1f3ff00c78cc64.jpg,"The text of The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull is:",El texto de The Coming Woman: una novela basada en la vida de la infame feminista Victoria Woodhull es:,"Le texte de The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull est :"
348,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Four,22.6,21.18088097469541,../media/cache/66/88/66883b91f6804b2323c8369331cb7dd1.jpg,The text of The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics is:,El texto de Los muchachos en el barco: Nueve estadounidenses y su épica búsqueda del oro en los Juegos Olímpicos de Berlín de 1936 es:,Le texte de The Boys in the Boat : Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics est :
349,The Black Maria,One,52.15,48.87535145267104,../media/cache/58/46/5846057e28022268153beff6d352b06c.jpg,The text of The Black Maria is:,El texto de La María Negra es:,Le texte de The Black Maria est :
350,"Starving Hearts (Triangular Trade Trilogy, #1)",Two,13.99,13.111527647610123,../media/cache/be/f4/bef44da28c98f905a3ebec0b87be8530.jpg,"The text of Starving Hearts (Triangular Trade Trilogy, #1) is:","El texto de Starving Hearts (Triangular Trade Trilogy, #1) es:","Le texte de Starving Hearts (Triangular Trade Trilogy, #1) est :"
351,Shakespeare's Sonnets,Four,20.66,19.36269915651359,../media/cache/10/48/1048f63d3b5061cd2f424d20b3f9b666.jpg,The text of Shakespeare's Sonnets is:,El texto de los Sonetos de Shakespeare es:,Le texte des Sonnets de Shakespeare est :
352,Set Me Free,Five,17.46,16.363636363636363,../media/cache/5b/88/5b88c52633f53cacf162c15f4f823153.jpg,The text of Set Me Free is:,El texto de Libérame es:,Le texte de Set Me Free est :
353,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),Five,52.29,49.00656044985942,../media/cache/94/b1/94b1b8b244bce9677c2f29ccc890d4d2.jpg,The text of Scott Pilgrim's Precious Little Life (Scott Pilgrim #1) is:,El texto de Precious Little Life de Scott Pilgrim (Scott Pilgrim #1) es:,Le texte de Precious Little Life (Scott Pilgrim #1) de Scott Pilgrim est :
354,Rip it Up and Start Again,Five,35.02,32.82099343955014,../media/cache/81/c4/81c4a973364e17d01f217e1188253d5e.jpg,The text of Rip it Up and Start Again is:,El texto de Rómpelo y empieza de nuevo es:,Le texte de Rip it Up and Start Again est :
355,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",Three,57.25,53.65510777881912,../media/cache/54/60/54607fe8945897cdcced0044103b10b6.jpg,"The text of Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991 is:","El texto de Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991 es:","Le texte de Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991 est :"
356,Olio,One,23.88,22.380506091846296,../media/cache/55/33/553310a7162dfbc2c6d19a84da0df9e1.jpg,The text of Olio is:,El texto de Olio es:,Le texte d’Olio est :
357,Mesaerion: The Best Science Fiction Stories 1800-1849,One,37.59,35.22961574507966,../media/cache/09/a3/09a3aef48557576e1a85ba7efea8ecb7.jpg,The text of Mesaerion: The Best Science Fiction Stories 1800-1849 is:,El texto de Mesaerion: Las mejores historias de ciencia ficción 1800-1849 es:,Le texte de Mesaerion : Les meilleures histoires de science-fiction 1800-1849 est :
358,Libertarianism for Beginners,Two,51.33,48.10684161199625,../media/cache/0b/bc/0bbcd0a6f4bcd81ccb1049a52736406e.jpg,The text of Libertarianism for Beginners is:,El texto de Libertarianismo para principiantes es:,Le texte du Libertarianisme pour débutants est :
359,It's Only the Himalayas,Two,45.17,42.33364573570759,../media/cache/27/a5/27a53d0bb95bdd88288eaf66c9230d7e.jpg,The text of It's Only the Himalayas is:,El texto de Es sólo el Himalaya es:,Le texte de It's Only the Himalayas est :
360,A Light in the Attic,Three,51.77,48.519212746016876,../media/cache/2c/da/2cdad67c44b002e7ead0cc35693c0e8b.jpg,The text of A Light in the Attic is:,El texto de Una luz en el ático es:,Le texte de Une lumière dans le grenier est :
361,Tipping the Velvet,One,53.74,50.365510777881916,../media/cache/26/0c/260c6ae16bce31c8f8c95daddd9f4a1c.jpg,The text of Tipping the Velvet is:,El texto de Tipping the Velvet es:,Le texte de Tipping the Velvet est :
362,Soumission,One,50.1,46.954076850984066,../media/cache/3e/ef/3eef99c9d9adef34639f510662022830.jpg,The text of Soumission is:,El texto de Soumission es:,Le texte de Soumission est :
363,Sharp Objects,Four,47.82,44.817244611059046,../media/cache/32/51/3251cf3a3412f53f339e42cac2134093.jpg,The text of Sharp Objects is:,El texto de Sharp Objects es:,Le texte de Sharp Objects est :
364,Sapiens: A Brief History of Humankind,Five,54.23,50.824742268041234,../media/cache/be/a5/bea5697f2534a2f86a3ef27b5a8c12a6.jpg,The text of Sapiens: A Brief History of Humankind is:,El texto de Sapiens: Una breve historia de la humanidad es:,Le texte de Sapiens : Une brève histoire de l’humanité est :
365,The Requiem Red,One,22.65,21.227741330834114,../media/cache/68/33/68339b4c9bc034267e1da611ab3b34f8.jpg,The text of The Requiem Red is:,El texto de El Réquiem Rojo es:,Le texte du Requiem Rouge est :
366,The Dirty Little Secrets of Getting Your Dream Job,Four,33.34,31.2464854732896,../media/cache/92/27/92274a95b7c251fea59a2b8a78275ab4.jpg,The text of The Dirty Little Secrets of Getting Your Dream Job is:,El texto de Los pequeños secretos sucios para conseguir el trabajo de tus sueños es:,Le texte de Les sales petits secrets pour obtenir l’emploi de vos rêves est :
367,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",Three,17.93,16.804123711340207,../media/cache/3d/54/3d54940e57e662c4dd1f3ff00c78cc64.jpg,"The text of The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull is:",El texto de The Coming Woman: una novela basada en la vida de la infame feminista Victoria Woodhull es:,"Le texte de The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull est :"
368,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Four,22.6,21.18088097469541,../media/cache/66/88/66883b91f6804b2323c8369331cb7dd1.jpg,The text of The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics is:,El texto de Los muchachos en el barco: Nueve estadounidenses y su épica búsqueda del oro en los Juegos Olímpicos de Berlín de 1936 es:,Le texte de The Boys in the Boat : Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics est :
369,The Black Maria,One,52.15,48.87535145267104,../media/cache/58/46/5846057e28022268153beff6d352b06c.jpg,The text of The Black Maria is:,El texto de La María Negra es:,Le texte de The Black Maria est :
370,"Starving Hearts (Triangular Trade Trilogy, #1)",Two,13.99,13.111527647610123,../media/cache/be/f4/bef44da28c98f905a3ebec0b87be8530.jpg,"The text of Starving Hearts (Triangular Trade Trilogy, #1) is:","El texto de Starving Hearts (Triangular Trade Trilogy, #1) es:","Le texte de Starving Hearts (Triangular Trade Trilogy, #1) est :"
371,Shakespeare's Sonnets,Four,20.66,19.36269915651359,../media/cache/10/48/1048f63d3b5061cd2f424d20b3f9b666.jpg,The text of Shakespeare's Sonnets is:,El texto de los Sonetos de Shakespeare es:,Le texte des Sonnets de Shakespeare est :
372,Set Me Free,Five,17.46,16.363636363636363,../media/cache/5b/88/5b88c52633f53cacf162c15f4f823153.jpg,The text of Set Me Free is:,El texto de Libérame es:,Le texte de Set Me Free est :
373,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),Five,52.29,49.00656044985942,../media/cache/94/b1/94b1b8b244bce9677c2f29ccc890d4d2.jpg,The text of Scott Pilgrim's Precious Little Life (Scott Pilgrim #1) is:,El texto de Precious Little Life de Scott Pilgrim (Scott Pilgrim #1) es:,Le texte de Precious Little Life (Scott Pilgrim #1) de Scott Pilgrim est :
374,Rip it Up and Start Again,Five,35.02,32.82099343955014,../media/cache/81/c4/81c4a973364e17d01f217e1188253d5e.jpg,The text of Rip it Up and Start Again is:,El texto de Rómpelo y empieza de nuevo es:,Le texte de Rip it Up and Start Again est :
